City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Deputatskiy,RU,69.3,139.9,62.71,65,91,16.06,overcast clouds
463,Altay,CN,47.8667,88.1167,81.63,30,28,6.26,scattered clouds
464,Turukhansk,RU,65.8167,87.9833,60.51,44,51,13.49,broken clouds
465,Galveston,US,29.3669,-94.9669,85.05,86,55,11.07,broken clouds
466,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,86,100,16.11,overcast clouds
467,Nome,US,64.5011,-165.4064,62.67,64,100,5.75,overcast clouds
468,Gamba,GA,-2.65,10.0,68.68,91,100,3.22,overcast clouds
469,Cotonou,BJ,6.3654,2.4183,78.78,83,40,11.5,scattered clouds
470,Pangody,RU,65.85,74.4859,62.42,40,38,15.61,scattered clouds
471,Koshurnikovo,RU,54.1667,93.3,73.72,36,14,5.68,few clouds
472,Chapais,CA,49.7834,-74.8492,62.38,99,97,3.09,overcast clouds
473,Paro,BT,27.4305,89.4133,77.18,65,76,5.12,broken clouds
474,Coihaique,CL,-45.5752,-72.0662,28.35,93,100,3.44,light snow
475,Dingzhou,CN,38.5131,114.9956,75.31,86,100,12.21,overcast clouds
476,Rio Gallegos,AR,-51.6226,-69.2181,28.45,100,75,16.11,broken clouds
477,Tecpan,GT,14.7623,-90.9947,56.89,94,99,1.39,overcast clouds
478,Padang,ID,-0.9492,100.3543,86.05,69,73,7.31,broken clouds
479,Vila Do Maio,CV,15.1333,-23.2167,75.99,82,34,3.58,scattered clouds
480,Mitsamiouli,KM,-11.3847,43.2844,75.49,69,20,2.3,few clouds
481,Wageningen,NL,51.9667,5.6667,66.94,98,40,1.14,scattered clouds
482,Severo-Yeniseyskiy,RU,60.3725,93.0408,62.11,41,100,3.47,overcast clouds
483,Muli,MV,2.9167,73.5667,81.54,69,100,4.18,overcast clouds
484,Thunder Bay,CA,48.4001,-89.3168,62.58,88,100,4.61,overcast clouds
485,Naze,JP,28.3667,129.4833,85.12,72,88,5.93,overcast clouds
486,El Dorado,US,38.7666,-120.5177,76.37,52,0,1.01,clear sky
487,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,78,0,14.97,clear sky
488,Ostersund,SE,63.1792,14.6357,55.85,88,30,3.44,scattered clouds
489,Prudentopolis,BR,-25.2131,-50.9778,58.77,77,65,3.36,broken clouds
490,Sainte-Suzanne,RE,-20.9061,55.6089,77.22,69,75,21.85,broken clouds
491,Ormara,PK,25.2088,64.6357,83.61,83,98,14.65,overcast clouds
492,Karoi,ZW,-16.8099,29.6925,57.72,65,42,6.08,scattered clouds
493,Buraydah,SA,26.326,43.975,90.05,11,72,10.71,broken clouds
494,Lasa,IT,46.6166,10.7002,60.37,65,58,3.67,broken clouds
495,Tenenkou,ML,14.4572,-4.9169,82.92,59,27,9.06,scattered clouds
496,Cloquet,US,46.7216,-92.4594,63.28,91,67,11.5,broken clouds
497,Abu Zabad,SD,12.35,29.25,75.65,77,100,10.65,overcast clouds
498,Komsomolskiy,UZ,40.4272,71.7189,88.52,16,7,6.91,clear sky
499,Baghdad,IQ,33.3406,44.4009,91.31,35,0,19.57,clear sky
500,Nieuw Amsterdam,SR,5.8833,-55.0833,79.02,90,92,5.46,overcast clouds
501,Oyama,JP,36.3,139.8,85.59,67,100,7.56,overcast clouds
502,Chernaya Kholunitsa,RU,58.8511,51.7154,79.32,58,70,6.8,broken clouds
503,Dandong,CN,40.1292,124.3947,78.62,76,99,3.53,overcast clouds
504,Berlevag,NO,70.8578,29.0864,60.6,87,20,2.3,fog
505,Smidovich,RU,48.6,133.8167,78.76,64,21,2.06,few clouds
506,Karasjok,NO,69.4719,25.5112,63.28,65,79,2.28,broken clouds
507,Voh,NC,-20.9667,164.7,73.58,73,7,3.36,clear sky
508,Pyaozerskiy,RU,65.8333,31.1667,61.83,93,100,1.25,light rain
509,Zhireken,RU,52.8249,117.3076,61.57,89,100,0.31,light rain
510,Auki,SB,-8.7676,160.7034,82.54,73,9,2.28,clear sky
511,Moroto,UG,2.5345,34.6666,68.14,66,25,6.38,scattered clouds
512,Jiangyou,CN,31.7667,104.7167,79.09,91,100,4.54,overcast clouds
513,Loiza,PR,18.4313,-65.8802,82.4,82,40,6.91,scattered clouds
514,Roma,US,43.2128,-75.4557,75.87,64,20,6.91,few clouds
515,Belle Fourche,US,44.6714,-103.8522,66.43,62,0,4.38,clear sky
516,Santo Tomas,PH,14.1079,121.1414,84.45,78,93,1.3,overcast clouds
517,Ler,SS,8.3018,30.1418,73.27,91,100,2.89,overcast clouds
518,Taltal,CL,-25.4,-70.4833,59.74,51,0,3.94,clear sky
519,Fare,PF,-16.7,-151.0167,78.42,74,2,9.55,clear sky
520,Awjilah,LY,29.1081,21.2869,78.82,45,0,12.1,clear sky
521,Maltahohe,NA,-24.8333,16.9833,45.05,48,0,4.14,clear sky
522,Kuryk,KZ,43.2,51.65,91.24,25,1,12.73,clear sky
523,Zabid,YE,14.1951,43.3152,95.36,39,80,4.74,broken clouds
524,Sur,OM,22.5667,59.5289,86.13,72,100,8.05,overcast clouds
525,Henties Bay,NA,-22.116,14.2845,53.85,91,0,6.64,clear sky
526,Mastic Beach,US,40.7668,-72.8521,72.0,84,0,20.0,clear sky
527,Disna,BY,55.568,28.1971,63.0,96,100,14.45,overcast clouds
528,Richards Bay,ZA,-28.783,32.0377,64.9,79,100,0.36,light rain
529,Muyezerskiy,RU,63.9333,31.65,70.07,71,94,5.39,overcast clouds
530,Fortuna,US,40.5982,-124.1573,59.94,90,20,0.78,few clouds
531,Saint-Pierre,RE,-21.3393,55.4781,76.68,60,0,4.61,clear sky
532,Tilichiki,RU,60.4667,166.1,62.31,60,19,7.54,few clouds
533,Nisia Floresta,BR,-6.0911,-35.2086,75.58,95,70,6.89,broken clouds
534,Dallas,US,32.7668,-96.7836,91.65,46,0,6.91,clear sky
535,Revda,RU,56.801,59.9303,77.05,55,94,7.83,overcast clouds
536,Puerto Escondido,MX,15.85,-97.0667,79.93,85,95,6.29,overcast clouds
537,Constitucion,CL,-35.3333,-72.4167,47.08,88,62,3.91,broken clouds
538,Washington,US,47.5001,-120.5015,75.6,48,38,4.76,scattered clouds
539,Coahuayana,MX,18.7333,-103.6833,78.06,89,38,1.41,scattered clouds
540,Marquette,US,46.5333,-87.6335,62.78,95,88,6.02,overcast clouds
541,Manavalakurichi,IN,8.1333,77.3,84.49,68,100,19.33,overcast clouds
542,Nantucket,US,41.2835,-70.0995,70.0,87,0,18.84,clear sky
543,Kandrian,PG,-6.2167,149.55,83.62,74,44,11.34,light rain
544,Nemuro,JP,43.3236,145.575,63.3,96,83,7.96,broken clouds
545,Atikokan,CA,48.7555,-91.6216,59.05,97,100,6.49,overcast clouds
546,Paita,PE,-5.0892,-81.1144,62.19,83,3,10.49,clear sky
547,Goderich,CA,43.7501,-81.7165,70.12,88,44,10.36,scattered clouds
548,Harper,LR,4.375,-7.7169,75.58,81,100,8.84,overcast clouds
549,Kamaishi,JP,39.2667,141.8833,75.36,90,100,5.5,moderate rain
550,Kimbe,PG,-5.5502,150.1429,81.95,81,64,0.76,light rain
551,The Valley,AI,18.217,-63.0578,82.26,73,91,16.17,overcast clouds
552,Andreapol,RU,56.6513,32.2664,62.76,95,100,14.16,overcast clouds
553,Havre-Saint-Pierre,CA,50.2334,-63.5986,57.56,100,100,5.75,mist
554,Ardmore,US,34.1743,-97.1436,81.01,60,0,0.0,clear sky
555,Istres,FR,43.5041,4.9953,72.09,86,100,3.44,overcast clouds
556,Coquimbo,CL,-29.9533,-71.3436,49.73,87,0,8.05,clear sky
557,Ferme-Neuve,CA,46.7001,-75.4493,62.22,89,100,8.68,overcast clouds
558,Semenivka,UA,52.1783,32.5818,56.35,94,100,16.91,light rain
559,Naqadeh,IR,36.9553,45.388,84.2,32,0,9.28,clear sky
560,Boyolangu,ID,-8.1181,111.8935,79.92,84,78,12.03,broken clouds
561,Bandarbeyla,SO,9.4942,50.8122,84.36,54,34,30.47,scattered clouds
562,Navalmoral De La Mata,ES,39.8916,-5.5406,78.96,33,25,5.3,scattered clouds
563,Sainte-Marie,RE,-20.8968,55.5496,77.16,69,75,21.85,broken clouds
564,Gewane,ET,10.1664,40.6453,82.62,45,98,16.49,overcast clouds
565,Iquitos,PE,-3.7481,-73.2472,73.44,100,20,1.14,few clouds
566,Omboue,GA,-1.5746,9.2618,69.19,91,72,4.14,broken clouds
567,Whitianga,NZ,-36.8333,175.7,57.13,83,41,17.2,scattered clouds
568,Sault Sainte Marie,CA,46.5168,-84.3333,61.09,89,75,8.05,mist
569,Santana,BR,-0.0583,-51.1817,78.98,89,0,2.3,clear sky
570,Guiberoua,CI,6.2392,-6.1727,69.75,99,100,2.19,overcast clouds
571,Aitape,PG,-3.1374,142.3475,85.75,65,69,7.78,broken clouds
572,Dera Ghazi Khan,PK,30.0561,70.6348,102.87,36,0,4.9,clear sky
573,Tazovskiy,RU,67.4667,78.7,53.83,54,22,12.75,few clouds
574,Anadyr,RU,64.75,177.4833,59.5,72,20,11.18,few clouds
575,Retz,AT,48.7494,15.9624,65.25,59,83,9.48,broken clouds
576,Sosnovo-Ozerskoye,RU,52.5249,111.5418,65.93,54,54,8.52,light rain
577,Araceli,PH,10.5529,119.9913,83.19,79,100,17.47,moderate rain
578,Scarborough,GB,54.2797,-0.4044,69.78,72,100,5.99,overcast clouds
579,Fairlie,GB,55.756,-4.8556,64.4,87,100,3.0,overcast clouds
580,Ouango,CF,4.3133,22.5552,72.39,90,88,1.81,overcast clouds
581,Nyurba,RU,63.2842,118.3319,76.46,48,98,7.76,overcast clouds
582,Buriti Dos Lopes,BR,-3.175,-41.8669,74.89,90,94,4.14,overcast clouds
583,Sturgeon Bay,US,44.8342,-87.377,66.6,94,0,8.05,clear sky
584,Yurla,RU,59.3259,54.3223,80.11,62,94,6.4,overcast clouds
585,Pietarsaari,FI,63.65,22.6833,64.99,72,28,2.42,scattered clouds
586,Mlalo,TZ,-4.9333,38.9333,73.54,73,81,7.65,broken clouds
587,Ukrayinka,UA,47.9167,35.35,67.35,58,2,9.26,clear sky
588,Rio Grande,BR,-32.035,-52.0986,49.95,91,100,25.1,overcast clouds
589,Tomatlan,MX,19.9333,-105.25,75.38,85,58,0.47,broken clouds
590,La Rioja,ES,42.25,-2.5,58.78,53,5,3.62,clear sky
591,Wattegama,LK,6.7989,81.4808,95.29,34,99,10.42,overcast clouds
592,Chinhoyi,ZW,-17.3667,30.2,59.67,63,92,4.83,overcast clouds
593,Icod De Los Vinos,ES,28.3724,-16.7119,68.77,79,28,9.13,scattered clouds
594,Waingapu,ID,-9.6567,120.2641,83.82,54,98,18.81,overcast clouds
595,Aksarayskiy,RU,46.7924,48.0119,92.1,28,39,6.85,scattered clouds
596,Port Moresby,PG,-9.4431,147.1797,85.42,70,40,17.27,scattered clouds
597,Sept-Iles,CA,50.2001,-66.3821,55.92,99,100,6.91,mist
598,Tsurib,RU,42.2368,46.8307,70.02,70,16,5.3,few clouds
599,Pandamatenga,BW,-18.5278,25.627,58.24,51,0,4.36,clear sky
600,Dalton,US,34.7698,-84.9702,74.79,91,9,1.01,clear sky
601,Along,IN,28.1667,94.7667,94.46,53,74,3.02,broken clouds
602,Vardo,NO,70.3705,31.1107,53.58,94,0,3.44,clear sky
603,Sonari,IN,27.0667,95.0333,87.85,63,94,2.48,overcast clouds
604,Shenjiamen,CN,29.9576,122.298,81.97,83,69,17.11,broken clouds
605,Sorong,ID,-0.8833,131.25,78.1,91,96,11.03,overcast clouds
606,Novyy Urengoy,RU,66.0833,76.6333,61.72,39,2,14.74,clear sky
607,Katangli,RU,51.7102,143.2326,62.33,60,5,14.94,clear sky
608,Gizo,SB,-8.103,156.8419,83.91,68,5,4.63,clear sky
609,Eyl,SO,7.9803,49.8164,84.88,50,54,28.95,broken clouds
610,Baruun-Urt,MN,46.6806,113.2792,77.94,43,76,6.78,light rain
611,Atambua,ID,-9.1061,124.8925,79.81,54,48,5.5,scattered clouds
612,Salem,IN,11.65,78.1667,86.2,62,40,5.75,scattered clouds
613,San Quintin,MX,30.4833,-115.95,64.87,88,35,10.8,scattered clouds
614,Epe,NG,6.5841,3.9834,74.48,91,100,5.79,light rain
615,North Bend,US,43.4065,-124.2243,64.92,89,0,14.97,clear sky
616,Sao Luiz Gonzaga,BR,-28.4083,-54.9608,51.12,92,92,12.17,overcast clouds
617,Chissamba,AO,-12.1667,17.3333,51.71,53,11,2.77,few clouds
618,Bowen,AU,-20.0167,148.2333,68.83,66,51,7.07,broken clouds
619,Gornopravdinsk,RU,60.05,69.9,74.48,41,50,7.52,scattered clouds
620,Praya,CV,14.9215,-23.5087,75.74,78,75,8.05,broken clouds
621,Sabang,ID,5.8933,95.3214,82.27,76,100,19.82,light rain
622,Ugra,RU,54.7777,34.3267,61.5,94,100,10.42,light rain
623,Puri,IN,19.8,85.85,86.52,78,70,11.81,broken clouds
624,Bourail,NC,-21.5667,165.4833,72.25,74,31,5.57,scattered clouds
625,Ankazoabo,MG,-22.2833,44.5167,70.79,44,0,4.41,clear sky
626,Maues,BR,-3.3836,-57.7186,73.83,87,26,2.19,scattered clouds
627,Alyangula,AU,-13.8483,136.4192,72.46,54,8,14.99,clear sky
628,Hazorasp,UZ,41.3194,61.0742,89.44,21,0,15.1,clear sky
629,Pochutla,MX,15.7432,-96.4661,76.82,92,96,4.03,overcast clouds
630,Sioux Lookout,CA,50.1001,-91.917,60.87,100,100,6.91,overcast clouds
631,Mirpur Khas,PK,25.5251,69.0159,93.96,55,11,13.8,few clouds
632,Sakaiminato,JP,35.55,133.2333,80.58,74,75,11.5,broken clouds
633,Arlit,NE,18.7369,7.3853,88.63,33,50,7.94,scattered clouds
634,Kushiro,JP,42.975,144.3747,70.75,94,75,9.22,mist
635,Pacific Grove,US,36.6177,-121.9166,59.22,92,77,3.0,broken clouds
636,Ukiah,US,39.1502,-123.2078,80.49,36,0,0.0,clear sky
637,Etchojoa,MX,26.9167,-109.6333,85.26,63,100,6.49,overcast clouds
638,Nabire,ID,-3.3667,135.4833,80.38,82,100,2.42,overcast clouds
639,Hornepayne,CA,49.2138,-84.7705,47.5,98,99,5.68,overcast clouds
640,Komyshnya,UA,50.1859,33.684,60.01,77,88,12.08,overcast clouds
641,Gorontalo,ID,0.5412,123.0595,81.7,77,100,4.12,overcast clouds
642,Palmer,US,42.1584,-72.3287,67.57,74,0,9.22,clear sky
643,Aginskoye,RU,51.1,114.53,63.23,82,99,6.64,overcast clouds
644,Aracati,BR,-4.5617,-37.7697,75.67,80,69,9.48,broken clouds
645,Golynki,RU,54.8696,31.3861,56.14,97,100,13.06,overcast clouds
646,Khategaon,IN,22.6,76.9167,86.92,68,88,9.01,overcast clouds
647,Matamoros,MX,25.5333,-103.25,85.6,33,2,16.33,clear sky
648,Chukhloma,RU,58.7525,42.6825,78.94,58,0,9.19,clear sky
649,Gilroy,US,37.0058,-121.5683,68.14,82,0,4.61,clear sky
650,Kalyazin,RU,57.2403,37.8433,71.02,74,100,15.64,overcast clouds
651,Yarmouth,US,41.7057,-70.2286,70.0,79,0,3.0,clear sky
652,Sile,TR,41.1754,29.6133,72.27,77,0,1.01,clear sky
653,Atar,MR,20.5169,-13.0499,85.77,36,1,5.19,clear sky
654,Kousseri,CM,12.0769,15.0306,80.56,69,76,9.22,broken clouds
655,Reporoa,NZ,-38.4333,176.35,55.42,93,93,9.75,overcast clouds
656,Doka,SD,13.5167,35.7667,73.26,75,100,9.35,overcast clouds
657,Gaoua,BF,10.2992,-3.2508,72.37,91,48,8.79,scattered clouds
658,Diu,IN,20.7141,70.9822,80.2,84,100,18.54,overcast clouds
659,Gigmoto,PH,13.7796,124.39,86.11,73,100,8.43,overcast clouds
660,Mizdah,LY,31.4451,12.9801,71.06,73,0,10.33,clear sky
661,Acarau,BR,-2.8856,-40.12,77.95,81,66,14.94,broken clouds
662,Arbazh,RU,57.6804,48.3065,77.61,74,13,9.31,light rain
663,Baie-Comeau,CA,49.2168,-68.1489,55.08,100,100,3.44,mist
664,Bolgatanga,GH,10.7856,-0.8514,75.87,81,6,8.48,clear sky
665,Jardim,BR,-21.4803,-56.1381,67.32,69,100,11.18,moderate rain
666,Ambovombe,MG,-25.1667,46.0833,69.49,54,0,6.96,clear sky
667,Aksha,RU,50.2814,113.2867,72.14,48,80,4.56,broken clouds
668,Iskateley,RU,67.6803,53.1512,76.1,61,97,10.67,overcast clouds
669,Lorengau,PG,-2.0226,147.2712,83.57,76,76,10.13,broken clouds
670,Jacmel,HT,18.2342,-72.5347,82.24,87,86,1.92,overcast clouds
671,Itaueira,BR,-7.6033,-43.0256,73.6,45,72,8.14,broken clouds
672,Kamennogorsk,RU,60.9545,29.1339,68.29,85,90,7.36,overcast clouds
673,Severnyy,RU,50.677,36.5532,60.84,82,75,8.95,broken clouds
674,Sobolevo,RU,54.4299,31.8996,56.05,97,100,14.85,overcast clouds
675,Millbrook,US,32.4799,-86.3619,77.36,96,40,0.0,scattered clouds
676,Luanda,AO,-8.8368,13.2343,68.0,88,75,3.44,mist
677,Douentza,ML,14.9951,-2.9517,83.75,55,7,8.25,clear sky
678,Wukari,NG,7.85,9.7833,72.73,89,95,6.91,overcast clouds
679,Mattru,SL,7.6244,-11.8332,72.61,98,100,2.39,overcast clouds
680,Bonthe,SL,7.5264,-12.505,74.84,91,100,5.01,moderate rain
681,Rawson,AR,-43.3002,-65.1023,39.72,70,54,9.19,broken clouds
682,Atbasar,KZ,51.8,68.3333,81.95,43,8,15.82,clear sky
683,Majene,ID,-3.5403,118.9707,85.12,64,21,9.44,few clouds
684,Puerto Ayacucho,VE,5.6639,-67.6236,74.14,94,97,1.48,overcast clouds
685,Juneau,US,58.3019,-134.4197,53.22,98,100,2.21,overcast clouds
686,Novopetrovskoye,RU,55.9928,36.4719,65.62,83,100,14.38,overcast clouds
687,Gastouri,GR,39.56,19.8975,80.87,73,0,0.0,clear sky
688,San Vicente,AR,-26.6167,-54.1333,51.64,98,99,3.53,overcast clouds
689,Comodoro Rivadavia,AR,-45.8667,-67.5,39.06,70,0,12.66,clear sky
690,Tombouctou,ML,20.0,-3.0,85.48,20,3,7.23,clear sky
691,Kropotkin,RU,45.4375,40.5756,77.94,52,1,4.79,clear sky
692,Zlatograd,BG,41.3833,25.1,65.73,44,15,4.32,few clouds
693,Mormugao,IN,15.4,73.8,81.66,83,100,13.8,overcast clouds
